날짜,요일,홈,방문,구장,관중수
2018/04/07,토,SK,삼성,문학,17581
2018/04/07,토,KIA,넥센,광주,16661
2018/04/08,일,KT,한화,수원,12840
2018/04/08,일,롯데,LG,사직,13093
2018/04/08,일,두산,NC,잠실,13877
2018/04/08,일,SK,삼성,문학,15144
2018/04/08,일,KIA,넥센,광주,16133
2018/04/10,화,한화,KIA,대전,6539
2018/04/10,화,NC,KT,마산,6010
2018/04/10,화,삼성,두산,대구,6323
2018/04/10,화,LG,SK,잠실,8069
2018/04/10,화,롯데,넥센,울산,5902
2018/04/11,수,한화,KIA,대전,7545
2018/04/11,수,NC,KT,마산,5393
2018/04/11,수,삼성,두산,대구,7736
2018/04/11,수,LG,SK,잠실,8940
2018/04/11,수,롯데,넥센,울산,5991
2018/04/12,목,한화,KIA,대전,8577
2018/04/12,목,NC,KT,마산,5855
2018/04/12,목,삼성,두산,대구,6283
2018/04/12,목,LG,SK,잠실,9825
2018/04/12,목,롯데,넥센,울산,7252
2018/04/13,금,LG,KT,잠실,10899
2018/04/13,금,KIA,롯데,광주,14159
2018/04/13,금,SK,NC,문학,7945
2018/04/13,금,넥센,두산,고척,6031
2018/04/13,금,한화,삼성,대전,8072
2018/04/14,토,LG,KT,잠실,12862
2018/04/14,토,SK,NC,문학,9939
2018/04/14,토,넥센,두산,고척,12480
2018/04/14,토,한화,삼성,대전,8783
2018/04/15,일,LG,KT,잠실,15336
2018/04/15,일,SK,NC,문학,15471
2018/04/15,일,넥센,두산,고척,9629
2018/04/15,일,한화,삼성,대전,13000
2018/04/17,화,두산,한화,잠실,16073
2018/04/17,화,KIA,LG,광주,8058
2018/04/17,화,넥센,NC,고척,2028
2018/04/17,화,KT,SK,수원,4237
2018/04/17,화,롯데,삼성,사직,9213
2018/04/18,수,두산,한화,잠실,16437
2018/04/18,수,KIA,LG,광주,8528
2018/04/18,수,넥센,NC,고척,2344
2018/04/18,수,KT,SK,수원,4312
2018/04/18,수,롯데,삼성,사직,8428
2018/04/19,목,두산,한화,잠실,16104
2018/04/19,목,KIA,LG,광주,10700
2018/04/19,목,넥센,NC,고척,2453
2018/04/19,목,KT,SK,수원,4640
2018/04/19,목,롯데,삼성,사직,9379
2018/04/20,금,두산,KIA,잠실,23214
2018/04/20,금,삼성,KT,대구,7466
2018/04/20,금,NC,LG,마산,7357
2018/04/20,금,롯데,SK,사직,8647
2018/04/20,금,한화,넥센,대전,9246
2018/04/21,토,두산,KIA,잠실,25000
2018/04/21,토,삼성,KT,대구,16454
2018/04/21,토,NC,LG,마산,8767
2018/04/21,토,롯데,SK,사직,17911
2018/04/21,토,한화,넥센,대전,13000
2018/04/22,일,두산,KIA,잠실,22177
2018/04/22,일,삼성,KT,대구,9026
2018/04/22,일,NC,LG,마산,6242
2018/04/22,일,롯데,SK,사직,11364
2018/04/22,일,한화,넥센,대전,6743
2018/04/24,화,KT,롯데,수원,5429
2018/04/24,화,삼성,NC,대구,3216
2018/04/24,화,SK,두산,문학,7929
2018/04/24,화,LG,넥센,잠실,8531
2018/04/25,수,KIA,한화,광주,10420
2018/04/25,수,KT,롯데,수원,6922
2018/04/25,수,삼성,NC,대구,5371
2018/04/25,수,SK,두산,문학,14201
2018/04/25,수,LG,넥센,잠실,10744
2018/04/26,목,KIA,한화,광주,12055
2018/04/26,목,KT,롯데,수원,7023
2018/04/26,목,삼성,NC,대구,7705
2018/04/26,목,SK,두산,문학,15020
2018/04/26,목,LG,넥센,잠실,11008
2018/04/27,금,롯데,한화,사직,14873
2018/04/27,금,KT,KIA,수원,14901
2018/04/27,금,NC,두산,마산,8331
2018/04/27,금,넥센,SK,고척,3260
2018/04/27,금,LG,삼성,잠실,15885
2018/04/28,토,롯데,한화,사직,23139
2018/04/28,토,KT,KIA,수원,20800
2018/04/28,토,NC,두산,마산,10058
2018/04/28,토,넥센,SK,고척,7185
2018/04/28,토,LG,삼성,잠실,23380
2018/04/29,일,롯데,한화,사직,17684
2018/04/29,일,KT,KIA,수원,20800
2018/04/29,일,NC,두산,마산,9075
2018/04/29,일,넥센,SK,고척,5712
2018/04/29,일,LG,삼성,잠실,21031
2018/05/01,화,롯데,KIA,사직,12758
2018/05/01,화,두산,KT,잠실,13421
2018/05/01,화,한화,LG,대전,12449
2018/05/01,화,삼성,SK,대구,6764
2018/05/01,화,NC,넥센,마산,6524
2018/05/02,수,롯데,KIA,사직,7513
2018/05/02,수,한화,LG,대전,6171
2018/05/02,수,삼성,SK,대구,3531
2018/05/02,수,NC,넥센,마산,3098
2018/05/03,목,롯데,KIA,사직,12267
2018/05/03,목,두산,KT,잠실,10196
2018/05/03,목,한화,LG,대전,9680
2018/05/03,목,삼성,SK,대구,4760
2018/05/03,목,NC,넥센,마산,4334
2018/05/04,금,삼성,한화,대구,11094
2018/05/04,금,SK,롯데,문학,17628
2018/05/04,금,KIA,NC,광주,15851
2018/05/04,금,LG,두산,잠실,23098
2018/05/04,금,KT,넥센,수원,5572
2018/05/05,토,삼성,한화,대구,21291
2018/05/05,토,SK,롯데,문학,25000
2018/05/05,토,KIA,NC,광주,20500
2018/05/05,토,LG,두산,잠실,25000
2018/05/05,토,KT,넥센,수원,15090
2018/05/06,일,KIA,NC,광주,16532
2018/05/06,일,LG,두산,잠실,21014
2018/05/08,화,넥센,한화,고척,6875
2018/05/08,화,LG,롯데,잠실,13448
2018/05/08,화,KIA,두산,광주,8734
2018/05/08,화,NC,SK,마산,4068
2018/05/08,화,KT,삼성,수원,3698
2018/05/09,수,넥센,한화,고척,7983
2018/05/09,수,LG,롯데,잠실,18561
2018/05/09,수,KIA,두산,광주,14319
2018/05/09,수,NC,SK,마산,4484
2018/05/09,수,KT,삼성,수원,5985
2018/05/10,목,넥센,한화,고척,9703
2018/05/10,목,LG,롯데,잠실,19697
2018/05/10,목,KIA,두산,광주,13245
2018/05/10,목,NC,SK,마산,7718
2018/05/10,목,KT,삼성,수원,5979
2018/05/11,금,삼성,KIA,대구,10391
2018/05/11,금,롯데,KT,사직,17026
2018/05/11,금,SK,LG,문학,15870
2018/05/11,금,한화,NC,대전,12312
2018/05/11,금,두산,넥센,잠실,14269
2018/05/13,일,삼성,KIA,대구,15135
2018/05/13,일,롯데,KT,사직,18650
2018/05/13,일,SK,LG,문학,24496
2018/05/13,일,한화,NC,대전,13000
2018/05/13,일,두산,넥센,잠실,17813
2018/05/15,화,넥센,KIA,고척,12250
2018/05/15,화,한화,KT,대전,10454
2018/05/15,화,삼성,LG,포항,6787
2018/05/15,화,NC,롯데,마산,10012
2018/05/15,화,두산,SK,잠실,13222
2018/05/16,수,넥센,KIA,고척,11273
2018/05/16,수,한화,KT,대전,7053
2018/05/16,수,삼성,LG,포항,5720
2018/05/16,수,두산,SK,잠실,7119
2018/05/17,목,넥센,KIA,고척,11464
2018/05/17,목,한화,KT,대전,6770
2018/05/17,목,삼성,LG,포항,5614
2018/05/17,목,NC,롯데,마산,7035
2018/05/18,금,LG,한화,잠실,21431
2018/05/18,금,KT,NC,수원,3737
2018/05/18,금,롯데,두산,사직,11287
2018/05/18,금,KIA,SK,광주,12637
2018/05/18,금,넥센,삼성,고척,3298
2018/05/19,토,LG,한화,잠실,25000
2018/05/19,토,KT,NC,수원,11752
2018/05/19,토,롯데,두산,사직,25000
2018/05/19,토,KIA,SK,광주,20500
2018/05/19,토,넥센,삼성,고척,8547
2018/05/20,일,LG,한화,잠실,25000
2018/05/20,일,KT,NC,수원,9497
2018/05/20,일,롯데,두산,사직,25000
2018/05/20,일,KIA,SK,광주,20500
2018/05/20,일,넥센,삼성,고척,7610
2018/05/22,화,KIA,KT,광주,19693
2018/05/22,화,삼성,롯데,대구,24000
2018/05/22,화,LG,NC,잠실,18543
2018/05/22,화,한화,두산,대전,13000
2018/05/22,화,SK,넥센,문학,19616
2018/05/23,수,KIA,KT,광주,11334
2018/05/23,수,삼성,롯데,대구,12008
2018/05/23,수,LG,NC,잠실,9279
2018/05/23,수,한화,두산,대전,12357
2018/05/23,수,SK,넥센,문학,7582
2018/05/24,목,KIA,KT,광주,11297
2018/05/24,목,삼성,롯데,대구,11270
2018/05/24,목,LG,NC,잠실,11075
2018/05/24,목,한화,두산,대전,13000
2018/05/24,목,SK,넥센,문학,6856
2018/05/25,금,SK,한화,문학,22889
2018/05/25,금,NC,KIA,마산,8065
2018/05/25,금,KT,LG,수원,10009
2018/05/25,금,넥센,롯데,고척,6131
2018/05/25,금,두산,삼성,잠실,15168
2018/05/26,토,SK,한화,문학,25000
2018/05/26,토,NC,KIA,마산,10088
2018/05/26,토,KT,LG,수원,18479
2018/05/26,토,넥센,롯데,고척,12331
2018/05/26,토,두산,삼성,잠실,25000
2018/05/27,일,SK,한화,문학,25000
2018/05/27,일,NC,KIA,마산,8019
2018/05/27,일,KT,LG,수원,16232
2018/05/27,일,넥센,롯데,고척,9964
2018/05/27,일,두산,삼성,잠실,21171
2018/05/29,화,삼성,KT,대구,7342
2018/05/29,화,롯데,LG,사직,14775
2018/05/29,화,한화,NC,대전,9158
2018/05/29,화,KIA,넥센,광주,9199
2018/05/30,수,삼성,KT,대구,7705
2018/05/30,수,롯데,LG,사직,15309
2018/05/30,수,한화,NC,대전,10458
2018/05/30,수,두산,SK,잠실,12382
2018/05/30,수,KIA,넥센,광주,9591
2018/05/31,목,삼성,KT,대구,8218
2018/05/31,목,롯데,LG,사직,10389
2018/05/31,목,한화,NC,대전,11479
2018/05/31,목,두산,SK,잠실,12412
2018/05/31,목,KIA,넥센,광주,9928
2018/06/01,금,롯데,한화,사직,13641
2018/06/01,금,SK,KT,문학,14451
2018/06/01,금,KIA,두산,광주,17114
2018/06/01,금,NC,삼성,마산,5763
2018/06/01,금,LG,넥센,잠실,12385
2018/06/02,토,롯데,한화,사직,25000
2018/06/02,토,SK,KT,문학,18465
2018/06/02,토,KIA,두산,광주,20500
2018/06/02,토,NC,삼성,마산,8037
2018/06/02,토,LG,넥센,잠실,20227
2018/06/03,일,롯데,한화,사직,14408
2018/06/03,일,SK,KT,문학,14028
2018/06/03,일,KIA,두산,광주,18581
2018/06/03,일,NC,삼성,마산,6155
2018/06/03,일,LG,넥센,잠실,15687
2018/06/05,화,LG,한화,잠실,23934
2018/06/05,화,KT,KIA,수원,12598
2018/06/05,화,NC,롯데,마산,8536
2018/06/05,화,넥센,두산,고척,6655
2018/06/05,화,SK,삼성,문학,10828
2018/06/06,수,LG,한화,잠실,23593
2018/06/06,수,KT,KIA,수원,20800
2018/06/06,수,NC,롯데,마산,8867
2018/06/06,수,넥센,두산,고척,13731
2018/06/06,수,SK,삼성,문학,20381
2018/06/07,목,LG,한화,잠실,20245
2018/06/07,목,KT,KIA,수원,10436
2018/06/07,목,NC,롯데,마산,7573
2018/06/07,목,넥센,두산,고척,4108
2018/06/07,목,SK,삼성,문학,7624
2018/06/08,금,롯데,KIA,사직,13245
2018/06/08,금,삼성,LG,대구,14613
2018/06/08,금,두산,NC,잠실,11531
2018/06/08,금,한화,SK,대전,13000
2018/06/08,금,KT,넥센,수원,3492
2018/06/09,토,롯데,KIA,사직,25000
2018/06/09,토,삼성,LG,대구,24000
2018/06/09,토,두산,NC,잠실,20314
2018/06/09,토,한화,SK,대전,13000
2018/06/09,토,KT,넥센,수원,10230
2018/06/10,일,삼성,LG,대구,13594
2018/06/10,일,두산,NC,잠실,14323
2018/06/10,일,한화,SK,대전,13000
2018/06/10,일,KT,넥센,수원,7186
2018/06/12,화,넥센,한화,고척,9527
2018/06/12,화,두산,KT,잠실,10412
2018/06/12,화,NC,LG,마산,5730
2018/06/12,화,KIA,SK,광주,16512
2018/06/12,화,롯데,삼성,사직,15541
2018/06/13,수,넥센,한화,고척,12756
2018/06/13,수,두산,KT,잠실,13845
2018/06/13,수,NC,LG,마산,4838
2018/06/13,수,KIA,SK,광주,16869
2018/06/13,수,롯데,삼성,사직,13592
2018/06/14,목,넥센,한화,고척,7656
2018/06/14,목,두산,KT,잠실,7513
2018/06/14,목,NC,LG,마산,4463
2018/06/14,목,KIA,SK,광주,10317
2018/06/14,목,롯데,삼성,사직,9318
2018/06/15,금,LG,KIA,잠실,23375
2018/06/15,금,NC,KT,마산,4418
2018/06/15,금,SK,롯데,문학,13204
2018/06/15,금,한화,두산,대전,13000
2018/06/15,금,넥센,삼성,고척,2676
2018/06/16,토,LG,KIA,잠실,25000
2018/06/16,토,NC,KT,마산,7503
2018/06/16,토,SK,롯데,문학,23047
2018/06/16,토,한화,두산,대전,13000
2018/06/16,토,넥센,삼성,고척,7827
2018/06/17,일,LG,KIA,잠실,23586
2018/06/17,일,NC,KT,마산,6596
2018/06/17,일,SK,롯데,문학,16403
2018/06/17,일,한화,두산,대전,13000
2018/06/17,일,넥센,삼성,고척,4089
2018/06/19,화,한화,LG,청주,10000
2018/06/19,화,KT,롯데,수원,6299
2018/06/19,화,삼성,SK,대구,4353
2018/06/19,화,두산,넥센,잠실,7323
2018/06/20,수,한화,LG,청주,10000
2018/06/20,수,KT,롯데,수원,6404
2018/06/20,수,KIA,NC,광주,7916
2018/06/20,수,삼성,SK,대구,6594
2018/06/20,수,두산,넥센,잠실,9056
2018/06/21,목,한화,LG,청주,10000
2018/06/21,목,KT,롯데,수원,7023
2018/06/21,목,KIA,NC,광주,17892
2018/06/21,목,삼성,SK,대구,6243
2018/06/21,목,두산,넥센,잠실,10145
2018/06/22,금,NC,한화,마산,7525
2018/06/22,금,넥센,KIA,고척,6788
2018/06/22,금,LG,롯데,잠실,21084
2018/06/22,금,삼성,두산,대구,12405
2018/06/22,금,KT,SK,수원,3797
2018/06/23,토,NC,한화,마산,9549
2018/06/23,토,넥센,KIA,고척,14811
2018/06/23,토,LG,롯데,잠실,24212
2018/06/23,토,삼성,두산,대구,15332
2018/06/23,토,KT,SK,수원,9673
2018/06/24,일,NC,한화,마산,6136
2018/06/24,일,넥센,KIA,고척,10227
2018/06/24,일,LG,롯데,잠실,20904
2018/06/24,일,삼성,두산,대구,10188
2018/06/24,일,KT,SK,수원,6468
2018/06/26,화,NC,두산,마산,2922
2018/06/26,화,한화,삼성,대전,7344
2018/06/26,화,롯데,넥센,사직,9507
2018/06/27,수,SK,KIA,문학,12404
2018/06/27,수,LG,KT,잠실,9004
2018/06/27,수,NC,두산,마산,2865
2018/06/27,수,한화,삼성,대전,8153
2018/06/27,수,롯데,넥센,사직,4264
2018/06/28,목,NC,두산,마산,2768
2018/06/28,목,한화,삼성,대전,9914
2018/06/28,목,롯데,넥센,사직,4510
2018/06/29,금,두산,KIA,잠실,23114
2018/06/29,금,SK,LG,문학,14054
2018/06/29,금,한화,롯데,대전,13000
2018/06/29,금,KT,NC,수원,3266
2018/06/29,금,삼성,넥센,대구,8020
2018/06/30,토,두산,KIA,잠실,24110
2018/06/30,토,SK,LG,문학,19024
2018/06/30,토,한화,롯데,대전,11891
2018/06/30,토,KT,NC,수원,4237
2018/07/01,일,삼성,넥센,대구,5015
2018/07/03,화,KIA,한화,광주,5484
2018/07/03,화,LG,NC,잠실,7034
2018/07/03,화,넥센,SK,고척,2635
2018/07/04,수,KIA,한화,광주,7287
2018/07/04,수,LG,NC,잠실,7343
2018/07/04,수,롯데,두산,사직,7750
2018/07/04,수,넥센,SK,고척,2305
2018/07/04,수,KT,삼성,수원,3320
2018/07/05,목,KIA,한화,광주,6923
2018/07/05,목,LG,NC,잠실,8125
2018/07/05,목,롯데,두산,사직,7896
2018/07/05,목,넥센,SK,고척,2876
2018/07/05,목,KT,삼성,수원,3189
2018/07/06,금,SK,한화,문학,18882
2018/07/06,금,롯데,KT,사직,10497
2018/07/06,금,KIA,LG,광주,10136
2018/07/06,금,넥센,NC,고척,1755
2018/07/06,금,두산,삼성,잠실,17262
2018/07/07,토,SK,한화,문학,25000
2018/07/07,토,롯데,KT,사직,22958
2018/07/07,토,KIA,LG,광주,19352
2018/07/07,토,넥센,NC,고척,4681
2018/07/07,토,두산,삼성,잠실,21138
2018/07/08,일,SK,한화,문학,23044
2018/07/08,일,롯데,KT,사직,11528
2018/07/08,일,KIA,LG,광주,15038
2018/07/08,일,넥센,NC,고척,2312
2018/07/08,일,두산,삼성,잠실,17144
2018/07/10,화,NC,KIA,마산,5089
2018/07/10,화,삼성,롯데,포항,8245
2018/07/10,화,KT,두산,수원,5030
2018/07/10,화,LG,SK,잠실,8445
2018/07/10,화,한화,넥센,대전,9776
2018/07/11,수,NC,KIA,마산,5631
2018/07/11,수,삼성,롯데,포항,8920
2018/07/11,수,KT,두산,수원,6249
2018/07/11,수,LG,SK,잠실,9417
2018/07/11,수,한화,넥센,대전,10007
2018/07/12,목,NC,KIA,마산,4761
2018/07/12,목,삼성,롯데,포항,8472
2018/07/12,목,KT,두산,수원,6306
2018/07/12,목,LG,SK,잠실,9947
2018/07/12,목,한화,넥센,대전,10741
2018/07/17,화,KT,한화,수원,9729
2018/07/17,화,넥센,LG,고척,5688
2018/07/17,화,두산,롯데,잠실,12122
2018/07/17,화,SK,NC,문학,5195
2018/07/17,화,KIA,삼성,광주,6685
2018/07/18,수,KT,한화,수원,9599
2018/07/18,수,넥센,LG,고척,5670
2018/07/18,수,두산,롯데,잠실,11707
2018/07/18,수,SK,NC,문학,6563
2018/07/18,수,KIA,삼성,광주,7058
2018/07/19,목,KT,한화,수원,9918
2018/07/19,목,넥센,LG,고척,6475
2018/07/19,목,두산,롯데,잠실,12265
2018/07/19,목,SK,NC,문학,6702
2018/07/19,목,KIA,삼성,광주,8834
2018/07/20,금,삼성,한화,대구,10101
2018/07/20,금,KIA,KT,광주,9487
2018/07/20,금,LG,두산,잠실,19800
2018/07/20,금,롯데,SK,사직,9293
2018/07/20,금,NC,넥센,마산,4577
2018/07/21,토,삼성,한화,대구,12101
2018/07/21,토,KIA,KT,광주,13177
2018/07/21,토,LG,두산,잠실,22550
2018/07/21,토,롯데,SK,사직,15371
2018/07/21,토,NC,넥센,마산,7048
2018/07/22,일,삼성,한화,대구,8146
2018/07/22,일,KIA,KT,광주,8018
2018/07/22,일,LG,두산,잠실,18463
2018/07/22,일,롯데,SK,사직,7609
2018/07/22,일,NC,넥센,마산,4381
2018/07/24,화,한화,KIA,대전,9604
2018/07/24,화,넥센,KT,고척,1515
2018/07/24,화,롯데,NC,사직,7559
2018/07/24,화,SK,두산,문학,15433
2018/07/24,화,LG,삼성,잠실,9393
2018/07/25,수,한화,KIA,대전,9281
2018/07/25,수,넥센,KT,고척,1600
2018/07/25,수,롯데,NC,사직,7318
2018/07/25,수,SK,두산,문학,13068
2018/07/25,수,LG,삼성,잠실,8849
2018/07/26,목,한화,KIA,대전,9397
2018/07/26,목,넥센,KT,고척,1637
2018/07/26,목,롯데,NC,사직,7177
2018/07/26,목,SK,두산,문학,13499
2018/07/26,목,LG,삼성,잠실,9415
2018/07/27,금,두산,한화,잠실,19023
2018/07/27,금,삼성,KIA,대구,5293
2018/07/27,금,KT,LG,수원,7188
2018/07/27,금,넥센,롯데,고척,4148
2018/07/27,금,NC,SK,마산,4187
2018/07/28,토,두산,한화,잠실,22202
2018/07/28,토,삼성,KIA,대구,14121
2018/07/28,토,KT,LG,수원,13230
2018/07/28,토,넥센,롯데,고척,9386
2018/07/28,토,NC,SK,마산,6103
2018/07/29,일,두산,한화,잠실,21084
2018/07/29,일,삼성,KIA,대구,10631
2018/07/29,일,KT,LG,수원,9079
2018/07/29,일,넥센,롯데,고척,7354
2018/07/29,일,NC,SK,마산,4263
2018/07/31,화,한화,KT,대전,8013
2018/07/31,화,두산,LG,잠실,13107
2018/07/31,화,KIA,롯데,광주,8508
2018/07/31,화,삼성,NC,대구,9057
2018/07/31,화,SK,넥센,문학,6049
2018/08/01,수,한화,KT,대전,7896
2018/08/01,수,두산,LG,잠실,12145
2018/08/01,수,KIA,롯데,광주,7018
2018/08/01,수,삼성,NC,대구,8519
2018/08/01,수,SK,넥센,문학,5976
2018/08/02,목,한화,KT,대전,8425
2018/08/02,목,두산,LG,잠실,13304
2018/08/02,목,KIA,롯데,광주,8398
2018/08/02,목,삼성,NC,대구,9486
2018/08/02,목,SK,넥센,문학,6948
2018/08/04,토,한화,NC,대전,12154
2018/08/04,토,KIA,두산,광주,12219
2018/08/04,토,LG,SK,잠실,12070
2018/08/04,토,롯데,삼성,사직,21694
2018/08/04,토,KT,넥센,수원,7073
2018/08/05,일,한화,NC,대전,8618
2018/08/05,일,KIA,두산,광주,8281
2018/08/05,일,LG,SK,잠실,8689
2018/08/05,일,롯데,삼성,사직,10813
2018/08/05,일,KT,넥센,수원,5249
2018/08/07,화,두산,한화,잠실,13184
2018/08/07,화,넥센,KIA,고척,10520
2018/08/07,화,NC,KT,마산,4936
2018/08/07,화,롯데,LG,울산,6036
2018/08/07,화,SK,삼성,문학,7135
2018/08/08,수,두산,한화,잠실,14047
2018/08/08,수,넥센,KIA,고척,10312
2018/08/08,수,NC,KT,마산,4382
2018/08/08,수,롯데,LG,울산,12038
2018/08/08,수,SK,삼성,문학,7160
2018/08/09,목,KIA,롯데,광주,6026
2018/08/09,목,KT,두산,수원,6566
2018/08/09,목,NC,SK,마산,4315
2018/08/09,목,LG,삼성,잠실,10007
2018/08/09,목,한화,넥센,청주,9485
2018/08/10,금,KT,두산,수원,8117
2018/08/10,금,NC,SK,마산,5867
2018/08/10,금,LG,삼성,잠실,12706
2018/08/10,금,한화,넥센,청주,9813
2018/08/11,토,SK,KIA,문학,24379
2018/08/11,토,한화,KT,대전,11528
2018/08/11,토,넥센,LG,고척,12771
2018/08/11,토,두산,롯데,잠실,18426
2018/08/11,토,삼성,NC,대구,18533
2018/08/12,일,SK,KIA,문학,18378
2018/08/12,일,한화,KT,대전,9827
2018/08/12,일,넥센,LG,고척,9279
2018/08/12,일,두산,롯데,잠실,14175
2018/08/12,일,삼성,NC,대구,12603
2018/08/14,화,롯데,한화,사직,16346
2018/08/14,화,KIA,LG,광주,10131
2018/08/14,화,KT,NC,수원,4364
2018/08/14,화,두산,SK,잠실,11132
2018/08/14,화,삼성,넥센,대구,11146
2018/08/15,수,KIA,LG,광주,11520
2018/08/15,수,KT,NC,수원,6752
2018/08/15,수,두산,SK,잠실,12244
2018/08/15,수,삼성,넥센,대구,12048
2018/08/16,목,삼성,한화,대구,6809
2018/08/16,목,롯데,KIA,사직,10800
2018/08/16,목,SK,LG,문학,8388
2018/08/16,목,KT,NC,수원,3359
2018/08/16,목,두산,넥센,잠실,9168
2018/09/04,화,두산,KIA,잠실,14603
2018/09/04,화,KT,LG,수원,4287
2018/09/04,화,한화,롯데,대전,7285
2018/09/04,화,NC,삼성,마산,4258
2018/09/04,화,SK,넥센,문학,5002
2018/09/05,수,두산,KIA,잠실,17191
2018/09/05,수,KT,LG,수원,4251
2018/09/05,수,한화,롯데,대전,7911
2018/09/05,수,NC,삼성,마산,5132
2018/09/05,수,SK,넥센,문학,5241
2018/09/06,목,KT,한화,수원,7268
2018/09/06,목,LG,NC,잠실,6944
2018/09/06,목,삼성,두산,대구,6517
2018/09/06,목,롯데,SK,울산,4668
2018/09/06,목,KIA,넥센,광주,6397
2018/09/07,금,KT,한화,수원,9936
2018/09/07,금,LG,NC,잠실,7917
2018/09/07,금,삼성,두산,대구,11078
2018/09/07,금,롯데,SK,울산,4240
2018/09/07,금,KIA,넥센,광주,6771
2018/09/08,토,LG,한화,잠실,22908
2018/09/08,토,넥센,KT,고척,3093
2018/09/08,토,NC,롯데,마산,8637
2018/09/08,토,SK,두산,문학,24084
2018/09/08,토,KIA,삼성,광주,13796
2018/09/09,일,LG,한화,잠실,19286
2018/09/09,일,넥센,KT,고척,2473
2018/09/09,일,NC,롯데,마산,8091
2018/09/09,일,SK,두산,문학,20498
2018/09/09,일,KIA,삼성,광주,11352
2018/09/11,화,삼성,한화,대구,6141
2018/09/11,화,NC,KIA,마산,4077
2018/09/11,화,SK,KT,문학,4993
2018/09/11,화,롯데,두산,사직,8990
2018/09/11,화,LG,넥센,잠실,8386
2018/09/12,수,삼성,한화,대구,8679
2018/09/12,수,NC,KIA,마산,4086
2018/09/12,수,SK,KT,문학,4254
2018/09/12,수,롯데,두산,사직,7021
2018/09/12,수,LG,넥센,잠실,8463
2018/09/13,목,두산,KT,잠실,9214
2018/09/13,목,삼성,LG,대구,8104
2018/09/13,목,한화,SK,청주,9454
2018/09/14,금,롯데,KIA,사직,5231
2018/09/14,금,두산,KT,잠실,10124
2018/09/14,금,삼성,LG,대구,5528
2018/09/14,금,한화,SK,청주,8381
2018/09/14,금,NC,넥센,마산,3107
2018/09/15,토,한화,LG,대전,12715
2018/09/15,토,두산,NC,잠실,16558
2018/09/15,토,KIA,SK,광주,11480
2018/09/15,토,KT,삼성,수원,11724
2018/09/15,토,롯데,넥센,사직,25000
2018/09/16,일,한화,LG,대전,12012
2018/09/16,일,두산,NC,잠실,13214
2018/09/16,일,KIA,SK,광주,8306
2018/09/16,일,KT,삼성,수원,12100
2018/09/16,일,롯데,넥센,사직,9061
2018/09/18,화,NC,한화,마산,4434
2018/09/18,화,삼성,KIA,대구,5733
2018/09/18,화,LG,롯데,잠실,11101
2018/09/18,화,넥센,두산,고척,4743
2018/09/18,화,KT,SK,수원,4050
2018/09/19,수,NC,한화,마산,4556
2018/09/19,수,삼성,KIA,대구,9067
