날짜,요일,홈,방문,구장,관중수
2019/04/07,일,두산,NC,잠실,16081
2019/04/07,일,SK,삼성,문학,19069
2019/04/09,화,키움,KT,고척,1377
2019/04/10,수,키움,KT,고척,1158
2019/04/10,수,KIA,NC,광주,7207
2019/04/10,수,롯데,두산,사직,6825
2019/04/10,수,한화,SK,대전,5434
2019/04/10,수,LG,삼성,잠실,10261
2019/04/11,목,키움,KT,고척,1369
2019/04/11,목,KIA,NC,광주,6809
2019/04/11,목,롯데,두산,사직,7403
2019/04/11,목,한화,SK,대전,5792
2019/04/11,목,LG,삼성,잠실,11168
2019/04/12,금,키움,한화,고척,6559
2019/04/12,금,SK,KIA,문학,15392
2019/04/12,금,삼성,KT,대구,7087
2019/04/12,금,NC,롯데,창원,17028
2019/04/12,금,LG,두산,잠실,18489
2019/04/13,토,키움,한화,고척,12322
2019/04/13,토,SK,KIA,문학,22502
2019/04/13,토,삼성,KT,대구,16783
2019/04/13,토,NC,롯데,창원,22112
2019/04/13,토,LG,두산,잠실,25000
2019/04/14,일,키움,한화,고척,10338
2019/04/14,일,SK,KIA,문학,17179
2019/04/14,일,삼성,KT,대구,7347
2019/04/14,일,NC,롯데,창원,16860
2019/04/14,일,LG,두산,잠실,15459
2019/04/16,화,KT,한화,수원,7248
2019/04/16,화,롯데,KIA,사직,9766
2019/04/16,화,NC,LG,창원,6568
2019/04/16,화,두산,SK,잠실,8633
2019/04/16,화,삼성,키움,포항,5179
2019/04/17,수,KT,한화,수원,6342
2019/04/17,수,롯데,KIA,사직,7175
2019/04/17,수,NC,LG,창원,9030
2019/04/17,수,두산,SK,잠실,9217
2019/04/17,수,삼성,키움,포항,5784
2019/04/18,목,KT,한화,수원,5536
2019/04/18,목,롯데,KIA,사직,7777
2019/04/18,목,NC,LG,창원,7156
2019/04/18,목,두산,SK,잠실,8624
2019/04/18,목,삼성,키움,포항,5284
2019/04/19,금,롯데,KT,사직,8483
2019/04/19,금,SK,NC,문학,7657
2019/04/19,금,KIA,두산,광주,9044
2019/04/19,금,한화,삼성,대전,8058
2019/04/19,금,LG,키움,잠실,9936
2019/04/20,토,롯데,KT,사직,17232
2019/04/20,토,SK,NC,문학,18023
2019/04/20,토,KIA,두산,광주,16047
2019/04/20,토,한화,삼성,대전,13000
2019/04/20,토,LG,키움,잠실,16362
2019/04/21,일,롯데,KT,사직,14394
2019/04/21,일,SK,NC,문학,15812
2019/04/21,일,KIA,두산,광주,13401
2019/04/21,일,한화,삼성,대전,12761
2019/04/21,일,LG,키움,잠실,14364
2019/04/23,화,LG,KIA,잠실,12485
2019/04/23,화,KT,NC,수원,2903
2019/04/23,화,키움,두산,고척,4034
2019/04/24,수,LG,KIA,잠실,14171
2019/04/24,수,한화,롯데,대전,6235
2019/04/24,수,KT,NC,수원,3905
2019/04/24,수,키움,두산,고척,4174
2019/04/24,수,삼성,SK,대구,6214
2019/04/25,목,키움,두산,고척,4042
2019/04/25,목,삼성,SK,대구,3889
2019/04/26,금,키움,KIA,고척,5357
2019/04/26,금,두산,롯데,잠실,15257
2019/04/26,금,KT,SK,수원,3712
2019/04/27,토,NC,한화,창원,15140
2019/04/27,토,키움,KIA,고척,10491
2019/04/27,토,삼성,LG,대구,19767
2019/04/27,토,두산,롯데,잠실,24027
2019/04/27,토,KT,SK,수원,10514
2019/04/28,일,NC,한화,창원,11267
2019/04/28,일,키움,KIA,고척,9038
2019/04/28,일,삼성,LG,대구,14214
2019/04/28,일,두산,롯데,잠실,20219
2019/04/28,일,KT,SK,수원,8508
2019/04/30,화,LG,KT,잠실,10144
2019/04/30,화,롯데,NC,사직,13974
2019/04/30,화,한화,두산,대전,7555
2019/04/30,화,KIA,삼성,광주,8204
2019/04/30,화,SK,키움,문학,8972
2019/05/01,수,LG,KT,잠실,12582
2019/05/01,수,롯데,NC,사직,12296
2019/05/01,수,한화,두산,대전,10779
2019/05/01,수,KIA,삼성,광주,8023
2019/05/01,수,SK,키움,문학,15875
2019/05/02,목,LG,KT,잠실,9806
2019/05/02,목,롯데,NC,사직,9280
2019/05/02,목,한화,두산,대전,7358
2019/05/02,목,KIA,삼성,광주,7550
2019/05/02,목,SK,키움,문학,8147
2019/05/03,금,NC,KIA,창원,11196
2019/05/03,금,한화,KT,대전,8529
2019/05/03,금,두산,LG,잠실,24133
2019/05/03,금,롯데,SK,사직,10573
2019/05/03,금,키움,삼성,고척,3554
2019/05/04,토,NC,KIA,창원,15902
2019/05/04,토,한화,KT,대전,12179
2019/05/04,토,두산,LG,잠실,25000
2019/05/04,토,롯데,SK,사직,16666
2019/05/04,토,키움,삼성,고척,7748
2019/05/05,일,NC,KIA,창원,17221
2019/05/05,일,한화,KT,대전,13000
2019/05/05,일,두산,LG,잠실,25000
2019/05/05,일,롯데,SK,사직,20490
2019/05/05,일,키움,삼성,고척,10651
2019/05/07,화,SK,한화,문학,11668
2019/05/07,화,두산,KIA,잠실,13196
2019/05/07,화,키움,LG,고척,4139
2019/05/07,화,KT,롯데,수원,4436
2019/05/07,화,삼성,NC,대구,5450
2019/05/08,수,SK,한화,문학,11027
2019/05/08,수,두산,KIA,잠실,12115
2019/05/08,수,키움,LG,고척,3418
2019/05/08,수,KT,롯데,수원,3437
2019/05/08,수,삼성,NC,대구,5220
2019/05/09,목,SK,한화,문학,16817
2019/05/09,목,두산,KIA,잠실,16281
2019/05/09,목,키움,LG,고척,8283
2019/05/09,목,KT,롯데,수원,5675
2019/05/09,목,삼성,NC,대구,6381
2019/05/10,금,LG,한화,잠실,19399
2019/05/10,금,삼성,롯데,대구,14620
2019/05/10,금,NC,두산,창원,9716
2019/05/10,금,KIA,SK,광주,9105
2019/05/10,금,KT,키움,수원,4567
2019/05/11,토,LG,한화,잠실,25000
2019/05/11,토,삼성,롯데,대구,24000
2019/05/11,토,NC,두산,창원,14806
2019/05/11,토,KIA,SK,광주,15173
2019/05/11,토,KT,키움,수원,10800
2019/05/12,일,LG,한화,잠실,21860
2019/05/12,일,삼성,롯데,대구,17458
2019/05/12,일,NC,두산,창원,10486
2019/05/12,일,KIA,SK,광주,11433
2019/05/12,일,KT,키움,수원,9792
2019/05/14,화,KIA,KT,광주,6355
2019/05/14,화,롯데,LG,사직,18119
2019/05/14,화,NC,SK,창원,5992
2019/05/14,화,두산,삼성,잠실,12127
2019/05/14,화,한화,키움,대전,6387
2019/05/15,수,KIA,KT,광주,6711
2019/05/15,수,롯데,LG,사직,9738
2019/05/15,수,NC,SK,창원,8402
2019/05/15,수,두산,삼성,잠실,12085
2019/05/15,수,한화,키움,대전,6878
2019/05/16,목,KIA,KT,광주,6384
2019/05/16,목,롯데,LG,사직,14064
2019/05/16,목,NC,SK,창원,6735
2019/05/16,목,두산,삼성,잠실,15267
2019/05/16,목,한화,키움,대전,7912
2019/05/17,금,한화,KIA,대전,12927
2019/05/17,금,키움,롯데,고척,5127
2019/05/17,금,LG,NC,잠실,11998
2019/05/17,금,SK,두산,문학,19391
2019/05/17,금,KT,삼성,수원,6834
2019/05/18,토,한화,KIA,대전,13000
2019/05/18,토,키움,롯데,고척,9325
2019/05/18,토,LG,NC,잠실,17182
2019/05/18,토,SK,두산,문학,23000
2019/05/18,토,KT,삼성,수원,14474
2019/05/19,일,한화,KIA,대전,12287
2019/05/19,일,키움,롯데,고척,7887
2019/05/21,화,삼성,한화,대구,8422
2019/05/21,화,KIA,롯데,광주,15514
2019/05/21,화,키움,NC,고척,1907
2019/05/21,화,KT,두산,수원,5630
2019/05/21,화,LG,SK,잠실,10254
2019/05/22,수,삼성,한화,대구,8678
2019/05/22,수,KIA,롯데,광주,7648
2019/05/22,수,키움,NC,고척,1826
2019/05/22,수,KT,두산,수원,6858
2019/05/22,수,LG,SK,잠실,10082
2019/05/23,목,삼성,한화,대구,8536
2019/05/23,목,KIA,롯데,광주,8055
2019/05/23,목,키움,NC,고척,2156
2019/05/23,목,KT,두산,수원,6871
2019/05/23,목,LG,SK,잠실,10249
2019/05/24,금,두산,한화,잠실,20567
2019/05/24,금,KIA,KT,광주,9646
2019/05/24,금,롯데,LG,사직,11427
2019/05/24,금,NC,SK,창원,10110
2019/05/24,금,삼성,키움,대구,8749
2019/05/25,토,두산,한화,잠실,25000
2019/05/25,토,KIA,KT,광주,18046
2019/05/25,토,롯데,LG,사직,24500
2019/05/25,토,NC,SK,창원,13079
2019/05/25,토,삼성,키움,대구,19106
2019/05/26,일,두산,한화,잠실,22209
2019/05/26,일,KIA,KT,광주,12444
2019/05/26,일,롯데,LG,사직,13967
2019/05/26,일,NC,SK,창원,9221
2019/05/26,일,삼성,키움,대구,11891
2019/05/28,화,한화,KIA,대전,9292
2019/05/28,화,SK,KT,문학,18477
2019/05/28,화,키움,LG,고척,5387
2019/05/28,화,NC,롯데,창원,13044
2019/05/28,화,두산,삼성,잠실,10353
2019/05/29,수,한화,KIA,대전,10356
2019/05/29,수,SK,KT,문학,8261
2019/05/29,수,키움,LG,고척,4563
2019/05/29,수,NC,롯데,창원,13568
2019/05/29,수,두산,삼성,잠실,12132
2019/05/30,목,한화,KIA,대전,9502
2019/05/30,목,SK,KT,문학,7778
2019/05/30,목,키움,LG,고척,5096
2019/05/30,목,NC,롯데,창원,12896
2019/05/30,목,두산,삼성,잠실,10428
2019/05/31,금,SK,한화,문학,15480
2019/05/31,금,LG,NC,잠실,10099
2019/05/31,금,KT,두산,수원,7105
2019/05/31,금,롯데,삼성,사직,9425
2019/05/31,금,KIA,키움,광주,10595
2019/06/01,토,SK,한화,문학,23000
2019/06/01,토,LG,NC,잠실,18500
2019/06/01,토,KT,두산,수원,17341
2019/06/01,토,롯데,삼성,사직,19461
2019/06/01,토,KIA,키움,광주,18093
2019/06/02,일,SK,한화,문학,17503
2019/06/02,일,LG,NC,잠실,12536
2019/06/02,일,KT,두산,수원,10882
2019/06/02,일,롯데,삼성,사직,11657
2019/06/02,일,KIA,키움,광주,11687
2019/06/04,화,롯데,한화,울산,7721
2019/06/04,화,LG,KT,잠실,7244
2019/06/04,화,삼성,NC,대구,7142
2019/06/04,화,KIA,두산,광주,18318
2019/06/04,화,키움,SK,고척,4703
2019/06/05,수,롯데,한화,울산,8812
2019/06/05,수,LG,KT,잠실,9860
2019/06/05,수,삼성,NC,대구,10078
2019/06/05,수,KIA,두산,광주,10247
2019/06/05,수,키움,SK,고척,5333
2019/06/06,목,롯데,한화,울산,7104
2019/06/06,목,LG,KT,잠실,13673
2019/06/06,목,삼성,NC,대구,15425
2019/06/06,목,KIA,두산,광주,16203
2019/06/06,목,키움,SK,고척,8594
2019/06/07,금,NC,KIA,창원,7173
2019/06/07,금,한화,LG,대전,9416
2019/06/07,금,KT,롯데,수원,4848
2019/06/07,금,SK,삼성,문학,10608
2019/06/07,금,두산,키움,잠실,11436
2019/06/08,토,NC,KIA,창원,16293
2019/06/08,토,한화,LG,대전,13000
2019/06/08,토,KT,롯데,수원,14264
2019/06/08,토,SK,삼성,문학,21934
2019/06/08,토,두산,키움,잠실,18312
2019/06/09,일,NC,KIA,창원,8771
2019/06/09,일,한화,LG,대전,10064
2019/06/09,일,KT,롯데,수원,5289
2019/06/09,일,SK,삼성,문학,11819
2019/06/09,일,두산,키움,잠실,10287
2019/06/11,화,LG,롯데,잠실,10802
2019/06/11,화,한화,두산,대전,6637
2019/06/11,화,KT,SK,수원,3796
2019/06/11,화,KIA,삼성,광주,7058
2019/06/11,화,NC,키움,창원,5394
2019/06/12,수,LG,롯데,잠실,13909
2019/06/12,수,한화,두산,대전,6578
2019/06/12,수,KT,SK,수원,5300
2019/06/12,수,KIA,삼성,광주,7370
2019/06/12,수,NC,키움,창원,6839
2019/06/13,목,LG,롯데,잠실,13705
2019/06/13,목,한화,두산,대전,6418
2019/06/13,목,KT,SK,수원,6639
2019/06/13,목,KIA,삼성,광주,8130
2019/06/13,목,NC,키움,창원,5762
2019/06/14,금,키움,한화,고척,7089
2019/06/14,금,삼성,KT,대구,6775
2019/06/14,금,두산,LG,잠실,18227
2019/06/14,금,SK,NC,문학,9593
2019/06/15,토,키움,한화,고척,13115
2019/06/15,토,롯데,KIA,사직,18595
2019/06/15,토,삼성,KT,대구,14674
2019/06/15,토,두산,LG,잠실,23106
2019/06/15,토,SK,NC,문학,17064
2019/06/16,일,키움,한화,고척,7382
2019/06/16,일,롯데,KIA,사직,9113
2019/06/16,일,삼성,KT,대구,10319
2019/06/16,일,두산,LG,잠실,17912
2019/06/16,일,SK,NC,문학,11962
2019/06/18,화,키움,KT,고척,2463
2019/06/18,화,삼성,LG,대구,6612
2019/06/18,화,한화,롯데,대전,5008
2019/06/18,화,두산,NC,잠실,6568
2019/06/18,화,KIA,SK,광주,7100
2019/06/19,수,키움,KT,고척,2918
2019/06/19,수,삼성,LG,대구,7164
2019/06/19,수,한화,롯데,대전,6874
2019/06/19,수,두산,NC,잠실,7521
2019/06/19,수,KIA,SK,광주,7108
2019/06/20,목,키움,KT,고척,3026
2019/06/20,목,삼성,LG,대구,7802
2019/06/20,목,한화,롯데,대전,6834
2019/06/20,목,두산,NC,잠실,9189
2019/06/20,목,KIA,SK,광주,8640
2019/06/21,금,LG,KIA,잠실,18316
2019/06/21,금,KT,NC,수원,3742
2019/06/21,금,SK,두산,문학,17571
2019/06/21,금,한화,삼성,대전,7635
2019/06/21,금,롯데,키움,사직,9078
2019/06/22,토,LG,KIA,잠실,25000
2019/06/22,토,KT,NC,수원,8109
2019/06/22,토,SK,두산,문학,22094
2019/06/22,토,한화,삼성,대전,10614
2019/06/22,토,롯데,키움,사직,12318
2019/06/23,일,LG,KIA,잠실,23321
2019/06/23,일,KT,NC,수원,5636
2019/06/23,일,SK,두산,문학,18717
2019/06/23,일,한화,삼성,대전,7269
2019/06/23,일,롯데,키움,사직,8857
2019/06/25,화,NC,한화,창원,7361
2019/06/25,화,키움,KIA,고척,8503
2019/06/25,화,롯데,KT,사직,7416
2019/06/25,화,삼성,두산,포항,7257
2019/06/25,화,LG,SK,잠실,9777
2019/06/26,수,키움,KIA,고척,8257
2019/06/26,수,LG,SK,잠실,7888
2019/06/27,목,NC,한화,창원,4612
2019/06/27,목,키움,KIA,고척,9805
2019/06/27,목,롯데,KT,사직,5669
2019/06/27,목,삼성,두산,포항,4169
2019/06/27,목,LG,SK,잠실,8475
2019/06/28,금,KT,KIA,수원,9301
2019/06/28,금,NC,LG,창원,8513
2019/06/28,금,두산,롯데,잠실,12213
2019/06/28,금,삼성,SK,대구,6808
2019/06/28,금,한화,키움,대전,5749
2019/06/29,토,KT,KIA,수원,17899
2019/06/29,토,두산,롯데,잠실,16351
2019/06/30,일,KT,KIA,수원,15005
2019/06/30,일,NC,LG,창원,6462
2019/06/30,일,두산,롯데,잠실,14096
2019/06/30,일,삼성,SK,대구,14224
2019/06/30,일,한화,키움,대전,6017
2019/07/02,화,LG,한화,잠실,10360
2019/07/02,화,SK,롯데,문학,8966
2019/07/02,화,KIA,NC,광주,4671
2019/07/02,화,키움,두산,고척,6318
2019/07/02,화,KT,삼성,수원,4034
2019/07/03,수,LG,한화,잠실,11170
2019/07/03,수,SK,롯데,문학,9672
2019/07/03,수,KIA,NC,광주,6053
2019/07/03,수,키움,두산,고척,6758
2019/07/03,수,KT,삼성,수원,4697
2019/07/04,목,LG,한화,잠실,12362
2019/07/04,목,SK,롯데,문학,11887
2019/07/04,목,KIA,NC,광주,6869
2019/07/04,목,키움,두산,고척,7337
2019/07/04,목,KT,삼성,수원,5649
2019/07/05,금,한화,KT,대전,6286
2019/07/05,금,KIA,LG,광주,9532
2019/07/05,금,키움,롯데,고척,4392
2019/07/05,금,두산,SK,잠실,13135
2019/07/05,금,NC,삼성,창원,8691
2019/07/06,토,한화,KT,대전,8868
2019/07/06,토,KIA,LG,광주,13989
2019/07/06,토,키움,롯데,고척,10241
2019/07/06,토,두산,SK,잠실,17334
2019/07/06,토,NC,삼성,창원,12076
2019/07/07,일,한화,KT,대전,5182
2019/07/07,일,KIA,LG,광주,7570
2019/07/07,일,키움,롯데,고척,6196
2019/07/07,일,두산,SK,잠실,12108
2019/07/07,일,NC,삼성,창원,7085
2019/07/09,화,삼성,KIA,대구,7128
2019/07/09,화,롯데,NC,사직,15651
2019/07/09,화,LG,두산,잠실,13844
2019/07/09,화,한화,SK,대전,4432
2019/07/09,화,KT,키움,수원,4863
2019/07/11,목,삼성,KIA,대구,8880
2019/07/11,목,롯데,NC,사직,5392
2019/07/11,목,LG,두산,잠실,11728
2019/07/11,목,한화,SK,대전,4674
2019/07/11,목,KT,키움,수원,4363
2019/07/12,금,KIA,한화,광주,9208
2019/07/12,금,NC,KT,창원,11213
2019/07/12,금,롯데,두산,사직,6983
2019/07/12,금,LG,삼성,잠실,15973
2019/07/12,금,SK,키움,문학,16532
2019/07/13,토,KIA,한화,광주,20500
2019/07/13,토,NC,KT,창원,10805
2019/07/13,토,롯데,두산,사직,13384
2019/07/13,토,LG,삼성,잠실,21094
2019/07/13,토,SK,키움,문학,22061
2019/07/14,일,KIA,한화,광주,9687
2019/07/14,일,NC,KT,창원,6734
2019/07/14,일,롯데,두산,사직,6263
2019/07/14,일,LG,삼성,잠실,14603
2019/07/14,일,SK,키움,문학,18767
2019/07/16,화,두산,KT,잠실,6156
2019/07/16,화,SK,LG,문학,10846
2019/07/16,화,한화,NC,청주,7240
2019/07/16,화,키움,삼성,고척,4626
2019/07/17,수,두산,KT,잠실,7104
2019/07/17,수,SK,LG,문학,16347
2019/07/17,수,KIA,롯데,광주,6809
2019/07/17,수,한화,NC,청주,8184
2019/07/17,수,키움,삼성,고척,4853
2019/07/18,목,두산,KT,잠실,8129
2019/07/18,목,SK,LG,문학,12622
2019/07/18,목,KIA,롯데,광주,4171
2019/07/18,목,한화,NC,청주,6846
2019/07/18,목,키움,삼성,고척,6535
2019/07/26,금,삼성,한화,대구,6612
2019/07/26,금,키움,NC,고척,3643
2019/07/26,금,롯데,SK,사직,5485
2019/07/27,토,삼성,한화,대구,13596
2019/07/27,토,두산,KIA,잠실,17926
2019/07/27,토,KT,LG,수원,12451
2019/07/27,토,키움,NC,고척,9385
2019/07/27,토,롯데,SK,사직,7761
2019/07/28,일,삼성,한화,대구,11347
2019/07/28,일,KT,LG,수원,9061
2019/07/28,일,키움,NC,고척,4565
2019/07/28,일,롯데,SK,사직,5206
2019/07/30,화,KT,한화,수원,5805
2019/07/30,화,SK,KIA,문학,16881
2019/07/30,화,삼성,롯데,대구,9374
2019/07/30,화,NC,두산,창원,7435
2019/07/30,화,LG,키움,잠실,9570
2019/07/31,수,KT,한화,수원,4816
2019/07/31,수,SK,KIA,문학,8871
2019/07/31,수,삼성,롯데,대구,10194
2019/07/31,수,NC,두산,창원,7672
2019/07/31,수,LG,키움,잠실,8027
2019/08/01,목,KT,한화,수원,7025
2019/08/01,목,SK,KIA,문학,17646
2019/08/01,목,삼성,롯데,대구,10092
2019/08/01,목,NC,두산,창원,7324
2019/08/01,목,LG,키움,잠실,10007
2019/08/03,토,키움,KT,고척,7149
2019/08/03,토,KIA,NC,광주,11249
2019/08/03,토,롯데,두산,사직,8841
2019/08/03,토,한화,SK,대전,9193
2019/08/03,토,LG,삼성,잠실,18146
2019/08/04,일,키움,KT,고척,4938
2019/08/04,일,KIA,NC,광주,9024
2019/08/04,일,롯데,두산,사직,5709
2019/08/04,일,한화,SK,대전,5117
2019/08/04,일,LG,삼성,잠실,12408
2019/08/06,화,두산,한화,잠실,10934
2019/08/06,화,SK,KT,문학,7968
2019/08/06,화,KIA,LG,광주,5722
2019/08/07,수,두산,한화,잠실,10137
2019/08/07,수,SK,KT,문학,7443
2019/08/07,수,KIA,LG,광주,4981
2019/08/07,수,NC,삼성,창원,6752
2019/08/07,수,롯데,키움,울산,5070
2019/08/08,목,KIA,한화,광주,5790
2019/08/08,목,두산,KT,잠실,6334
2019/08/08,목,NC,LG,창원,7571
2019/08/08,목,삼성,롯데,대구,7738
2019/08/08,목,키움,SK,고척,6811
2019/08/09,금,KIA,한화,광주,8524
2019/08/09,금,두산,KT,잠실,6126
2019/08/09,금,NC,LG,창원,8661
2019/08/09,금,삼성,롯데,대구,7679
2019/08/09,금,키움,SK,고척,3583
2019/08/10,토,KT,한화,수원,10384
2019/08/10,토,삼성,KIA,대구,20159
2019/08/10,토,NC,롯데,창원,13038
2019/08/10,토,키움,두산,고척,11234
2019/08/10,토,LG,SK,잠실,12450
2019/08/11,일,KT,한화,수원,7422
2019/08/11,일,삼성,KIA,대구,6803
2019/08/11,일,NC,롯데,창원,9235
2019/08/11,일,키움,두산,고척,7812
2019/08/11,일,LG,SK,잠실,8495
2019/08/13,화,롯데,KT,사직,7207
2019/08/13,화,한화,NC,대전,5167
2019/08/13,화,KIA,두산,광주,6068
2019/08/13,화,SK,삼성,문학,7978
2019/08/13,화,LG,키움,잠실,7224
2019/08/14,수,롯데,KT,사직,4618
2019/08/14,수,한화,NC,대전,5298
2019/08/14,수,KIA,두산,광주,6962
2019/08/14,수,LG,키움,잠실,9092
2019/08/15,목,롯데,한화,사직,4604
2019/08/15,목,키움,NC,고척,6820
2019/08/15,목,KIA,SK,광주,10770
2019/08/16,금,롯데,한화,사직,9189
2019/08/16,금,두산,LG,잠실,13162
2019/08/16,금,키움,NC,고척,3813
2019/08/16,금,KIA,SK,광주,11025
2019/08/16,금,KT,삼성,수원,7564
2019/08/17,토,키움,한화,고척,9255
2019/08/17,토,KIA,KT,광주,12606
2019/08/17,토,삼성,LG,대구,13533
2019/08/17,토,두산,롯데,잠실,15215
2019/08/17,토,NC,SK,창원,10051
2019/08/18,일,키움,한화,고척,6148
2019/08/18,일,KIA,KT,광주,10240
2019/08/18,일,삼성,LG,대구,9889
2019/08/18,일,두산,롯데,잠실,11437
2019/08/18,일,NC,SK,창원,8594
2019/08/20,화,LG,KIA,잠실,12490
2019/08/20,화,SK,롯데,문학,7228
2019/08/20,화,NC,두산,창원,5535
2019/08/20,화,한화,삼성,대전,5464
2019/08/20,화,KT,키움,수원,3768
2019/08/21,수,LG,KIA,잠실,11806
2019/08/21,수,SK,롯데,문학,5985
2019/08/21,수,KT,키움,수원,3278
2019/08/22,목,SK,한화,문학,7493
2019/08/22,목,키움,KIA,고척,10612
2019/08/22,목,KT,롯데,수원,4480
2019/08/22,목,LG,NC,잠실,6670
2019/08/22,목,삼성,두산,대구,5804
2019/08/23,금,SK,한화,문학,11519
2019/08/23,금,키움,KIA,고척,6651
2019/08/23,금,KT,롯데,수원,5800
2019/08/23,금,LG,NC,잠실,8330
2019/08/23,금,삼성,두산,대구,7748
2019/08/24,토,SK,KIA,문학,22352
2019/08/24,토,LG,KT,잠실,14388
2019/08/24,토,롯데,NC,사직,11777
2019/08/24,토,한화,두산,대전,9634
2019/08/24,토,삼성,키움,대구,10265
2019/08/25,일,SK,KIA,문학,18292
2019/08/25,일,LG,KT,잠실,11273
2019/08/25,일,롯데,NC,사직,5591
2019/08/25,일,한화,두산,대전,6264
2019/08/25,일,삼성,키움,대구,8022
2019/08/27,화,NC,KT,창원,4438
2019/08/27,화,롯데,LG,울산,2009
2019/08/27,화,두산,SK,잠실,9204
2019/08/27,화,KIA,삼성,광주,5840
2019/08/27,화,한화,키움,청주,4924
2019/08/28,수,NC,KT,창원,7589
2019/08/28,수,롯데,LG,울산,2962
2019/08/28,수,두산,SK,잠실,10186
2019/08/28,수,KIA,삼성,광주,7795
2019/08/28,수,한화,키움,청주,5512
2019/08/29,목,NC,KIA,창원,5095
2019/08/29,목,키움,롯데,고척,6090
2019/08/29,목,KT,두산,수원,5111
2019/08/29,목,삼성,SK,대구,6874
2019/08/30,금,LG,한화,잠실,11752
2019/08/30,금,NC,KIA,창원,8067
2019/08/30,금,키움,롯데,고척,4352
2019/08/30,금,KT,두산,수원,7928
2019/08/30,금,삼성,SK,대구,7594
2019/08/31,토,한화,KT,대전,7780
2019/08/31,토,SK,LG,문학,22397
2019/08/31,토,KIA,롯데,광주,12234
2019/08/31,토,두산,삼성,잠실,18526
2019/08/31,토,NC,키움,창원,13285
2019/09/01,일,한화,KT,대전,4688
2019/09/01,일,SK,LG,문학,16535
2019/09/01,일,KIA,롯데,광주,7944
2019/09/01,일,두산,삼성,잠실,14075
2019/09/01,일,NC,키움,창원,11604
2019/09/03,화,한화,KIA,대전,4099
2019/09/03,화,KT,LG,수원,4221
2019/09/03,화,SK,NC,문학,5148
2019/09/03,화,롯데,삼성,사직,2390
2019/09/03,화,두산,키움,잠실,8566
2019/09/04,수,한화,KIA,대전,3841
2019/09/04,수,롯데,삼성,사직,3551
2019/09/05,목,NC,한화,창원,7666
2019/09/05,목,키움,삼성,고척,6637
2019/09/06,금,NC,한화,창원,7106
2019/09/06,금,KT,KIA,수원,5727
2019/09/06,금,LG,롯데,잠실,9837
2019/09/06,금,키움,삼성,고척,7632
2019/09/07,토,한화,롯데,대전,5534
