날짜,요일,홈,방문,구장,관중수
2017/09/10,일,LG,두산,잠실,21683
2017/09/10,일,KIA,삼성,광주,19686
2017/09/10,일,SK,넥센,문학,18137
2017/09/12,화,삼성,한화,대구,7826
2017/09/12,화,SK,KIA,문학,19349
2017/09/12,화,넥센,KT,고척,5628
2017/09/12,화,LG,롯데,잠실,17685
2017/09/12,화,NC,두산,마산,6961
2017/09/13,수,삼성,한화,대구,9174
2017/09/13,수,SK,KIA,문학,19364
2017/09/13,수,넥센,KT,고척,7033
2017/09/13,수,LG,롯데,잠실,19068
2017/09/13,수,NC,두산,마산,7206
2017/09/14,목,롯데,KIA,사직,17991
2017/09/14,목,KT,LG,수원,8015
2017/09/14,목,두산,SK,잠실,12965
2017/09/14,목,NC,삼성,마산,6423
2017/09/14,목,한화,넥센,대전,5079
2017/09/15,금,롯데,KIA,사직,16325
2017/09/15,금,KT,LG,수원,9214
2017/09/15,금,두산,SK,잠실,14770
2017/09/15,금,NC,삼성,마산,8248
2017/09/15,금,한화,넥센,대전,6091
2017/09/16,토,LG,한화,잠실,19961
2017/09/16,토,KIA,KT,광주,17941
2017/09/16,토,삼성,두산,대구,17448
2017/09/16,토,롯데,SK,사직,18652
2017/09/16,토,NC,넥센,마산,7362
2017/09/17,일,LG,한화,잠실,16454
2017/09/17,일,KIA,KT,광주,15877
2017/09/17,일,삼성,두산,대구,14061
2017/09/17,일,롯데,SK,사직,13024
2017/09/17,일,NC,넥센,마산,7286
2017/09/19,화,LG,KT,잠실,5523
2017/09/19,화,롯데,두산,사직,14916
2017/09/19,화,KIA,SK,광주,7405
2017/09/20,수,LG,한화,잠실,9719
2017/09/20,수,NC,두산,마산,5256
2017/09/20,수,KIA,SK,광주,7823
2017/09/21,목,삼성,LG,대구,8304
2017/09/21,목,KT,넥센,수원,3829
2017/09/22,금,삼성,LG,대구,10073
2017/09/22,금,한화,롯데,대전,5464
2017/09/22,금,KIA,두산,광주,14107
2017/09/23,토,KIA,KT,광주,12056
2017/09/23,토,NC,LG,마산,7192
2017/09/23,토,한화,삼성,대전,7539
2017/09/23,토,롯데,넥센,사직,23194
2017/09/24,일,KIA,한화,광주,12590
2017/09/24,일,두산,KT,잠실,18802
2017/09/24,일,NC,LG,마산,6706
2017/09/26,화,롯데,한화,사직,15625
2017/09/26,화,KIA,LG,광주,11894
2017/09/27,수,삼성,NC,대구,8204
2017/09/27,수,KT,두산,수원,10643
2017/09/28,목,한화,KIA,대전,5738
2017/09/28,목,KT,LG,수원,7628
2017/09/29,금,한화,KIA,대전,6094
2017/09/29,금,SK,롯데,문학,25000
2017/09/29,금,LG,두산,잠실,22246
2017/09/29,금,NC,넥센,마산,7338
2017/09/30,토,한화,SK,대전,7264
2017/09/30,토,LG,삼성,잠실,18477
2017/09/30,토,NC,넥센,마산,11000
2017/10/01,일,KT,KIA,수원,22000
2017/10/01,일,한화,두산,대전,9141
2017/10/01,일,LG,삼성,잠실,19440
2017/10/02,월,KT,KIA,수원,22000
2017/10/03,화,KT,KIA,수원,22000
2017/10/03,화,롯데,LG,사직,26600
2017/10/03,화,한화,NC,대전,10401
2017/10/03,화,두산,SK,잠실,25000
2017/10/03,화,삼성,넥센,대구,24000
"경기수 : 720 경기평균 : 11,668 경기 합계 : 8,400,688","경기수 : 720 경기평균 : 11,668 경기 합계 : 8,400,688","경기수 : 720 경기평균 : 11,668 경기 합계 : 8,400,688","경기수 : 720 경기평균 : 11,668 경기 합계 : 8,400,688","경기수 : 720 경기평균 : 11,668 경기 합계 : 8,400,688","경기수 : 720 경기평균 : 11,668 경기 합계 : 8,400,688"
